,0,1,2,3,4
1152,1,2,1,1,1
1153,0,0,0,0,0
1154,2,2,2,2,2
1155,0,0,0,0,0
1156,0,2,2,2,2
1157,2,2,2,2,2
1158,0,1,0,2,0
1159,0,0,0,0,0
1160,0,0,0,0,0
1161,0,0,1,1,1
1162,1,0,1,1,1
1163,1,1,1,1,1
1164,1,0,1,1,1
1165,1,1,1,1,1
1166,1,1,1,1,1
1167,0,2,0,2,2
1168,2,2,2,2,2
1169,1,1,1,1,1
1170,1,1,0,0,0
1171,1,0,1,0,1
1172,1,1,1,1,1
1173,0,0,1,1,0
1174,1,1,1,1,1
1175,1,1,1,1,1
1176,0,1,1,1,1
1177,1,1,1,1,1
1178,1,1,1,1,1
1179,0,0,0,0,0
1180,0,0,0,0,0
1181,0,0,0,0,0
1182,1,1,1,1,1
1183,0,0,0,0,0
1184,0,0,0,0,0
1185,0,0,0,0,0
1186,0,0,0,0,0
1187,0,0,0,0,0
1188,0,0,0,0,0
1189,0,0,0,2,0
1190,0,0,0,0,0
1191,1,1,1,1,1
1192,0,0,0,0,0
1193,2,2,2,2,2
1194,0,2,0,0,0
1195,2,2,2,2,2
1196,0,0,0,0,0
1197,0,0,0,0,0
1198,2,2,2,2,2
1199,0,0,0,0,0
1200,0,0,0,0,0
1201,2,0,0,2,2
1202,0,0,0,0,0
1203,2,2,2,2,2
1204,0,0,0,0,0
1205,0,2,0,2,2
1206,2,2,2,2,2
1207,1,1,0,1,1
1208,0,0,0,0,0
1209,2,2,2,2,2
1210,0,0,0,0,0
1211,2,2,2,2,2
1212,2,2,2,2,2
1213,1,1,1,1,1
1214,1,1,1,1,1
1215,0,0,0,0,0
1216,1,1,1,1,1
1217,1,1,1,1,1
1218,1,1,1,1,1
1219,1,1,1,1,1
1220,1,1,1,1,1
1221,1,1,1,1,1
1222,1,1,1,1,1
1223,1,1,1,1,1
1224,1,1,1,1,1
1225,1,1,1,1,1
1226,1,1,1,1,1
1227,1,0,0,1,1
1228,1,1,1,1,1
1229,1,1,1,1,1
1230,1,1,1,1,1
1231,1,1,1,1,1
1232,0,1,0,1,1
1233,1,1,1,1,1
1234,1,1,1,1,1
1235,1,1,1,1,1
1236,1,1,1,1,1
1237,1,1,1,1,1
1238,1,1,1,1,1
1239,1,1,1,1,1
1240,2,2,2,2,2
1241,0,0,0,0,0
1242,1,1,1,1,1
1243,1,1,1,1,1
1244,1,1,1,1,1
1245,1,1,1,1,1
1246,1,1,1,1,1
1247,1,1,1,1,1
1248,0,0,0,0,0
1249,1,1,1,1,1
1250,1,0,1,1,0
1251,1,1,1,1,1
1252,1,1,1,1,1
1253,1,1,1,1,1
1254,0,0,0,0,0
1255,1,1,1,1,1
1256,1,1,1,1,1
1257,0,2,2,0,2
1258,1,1,1,1,1
1259,1,1,1,1,1
1260,1,1,1,1,1
1261,1,1,1,1,1
1262,1,1,1,1,1
1263,0,0,0,0,0
1264,1,1,1,1,1
1265,1,1,1,1,1
1266,1,1,1,1,1
1267,2,2,2,2,1
1268,1,1,1,1,1
1269,0,0,0,0,0
1270,1,1,1,1,1
1271,1,0,1,0,1
1272,1,0,0,1,0
1273,2,2,2,2,2
1274,0,0,1,0,1
1275,1,0,1,1,1
1276,0,0,0,0,0
1277,2,2,2,2,2
1278,0,2,0,2,2
1279,1,1,1,1,1
1280,1,1,1,0,1
1281,0,0,0,0,0
1282,1,1,1,1,1
1283,0,2,0,0,0
1284,0,0,0,0,0
1285,1,1,1,1,1
1286,2,2,2,2,2
1287,1,1,1,1,1
1288,0,0,0,0,0
1289,1,1,1,1,1
1290,0,0,0,0,0
1291,1,1,1,1,1
1292,1,0,1,1,0
1293,1,0,1,0,0
1294,2,2,2,2,2
1295,1,1,1,1,1
1296,1,2,1,1,1
1297,1,0,1,1,1
1298,2,2,2,2,2
1299,0,0,0,0,0
1300,0,0,0,0,1
1301,1,1,1,1,1
1302,1,0,1,0,1
1303,1,1,1,1,1
1304,1,1,1,1,1
1305,1,1,1,1,1
1306,1,1,1,1,1
1307,0,2,0,2,0
1308,1,0,1,0,1
1309,1,1,1,1,1
1310,1,0,1,0,1
1311,0,0,0,0,0
1312,0,2,2,2,2
1313,0,0,0,0,0
1314,1,1,1,1,1
1315,1,0,1,0,1
1316,1,1,1,0,1
1317,2,2,2,2,2
1318,1,1,1,1,1
1319,1,1,1,1,1
1320,0,0,0,0,0
1321,2,2,2,2,2
1322,0,0,0,0,0
1323,0,0,0,0,0
1324,0,0,0,0,0
1325,2,2,2,2,2
1326,0,0,0,0,0
1327,0,2,0,2,2
1328,0,0,0,0,0
1329,2,2,2,2,2
1330,0,0,0,0,0
1331,2,2,2,2,2
1332,0,0,0,0,0
1333,0,0,0,0,0
1334,0,0,0,0,0
1335,0,0,0,0,0
1336,1,1,1,1,1
1337,0,0,0,0,0
1338,0,0,0,2,2
1339,1,2,1,1,2
1340,2,2,2,2,2
1341,0,0,0,0,0
1342,1,1,1,1,1
1343,2,2,0,2,0
1344,2,2,2,2,2
1345,0,0,0,0,0
1346,0,0,0,0,0
1347,0,0,0,0,0
1348,2,2,2,2,2
1349,0,2,1,2,0
1350,1,1,1,1,1
1351,2,2,2,2,2
1352,0,1,0,1,1
1353,0,0,0,0,0
1354,1,1,1,1,1
1355,0,0,1,0,0
1356,0,0,0,0,0
1357,1,0,1,1,0
1358,0,0,0,0,0
1359,0,0,0,0,0
1360,0,0,0,0,0
1361,0,0,0,0,0
1362,2,2,2,2,2
1363,0,0,0,0,0
1364,1,2,1,1,0
1365,0,0,0,0,0
1366,0,0,0,0,0
1367,0,0,0,0,0
1368,1,1,1,2,1
1369,2,2,2,2,2
1370,0,0,0,0,0
1371,0,2,0,2,0
1372,0,0,0,0,0
1373,0,0,0,0,0
1374,0,0,0,0,0
1375,0,0,0,0,0
1376,2,2,2,2,2
1377,0,0,1,0,0
1378,1,1,1,1,1
1379,0,0,0,0,0
1380,0,0,0,0,0
1381,0,0,0,0,0
1382,0,0,0,0,0
1383,0,0,0,0,0
1384,2,2,2,2,2
1385,0,0,0,0,0
1386,1,1,0,0,1
1387,0,0,0,0,0
1388,0,0,0,0,0
1389,0,0,0,0,0
1390,2,2,2,2,2
1391,2,2,0,2,0
1392,2,2,2,2,2
1393,1,0,0,0,0
1394,0,0,0,0,0
1395,0,0,0,0,0
1396,0,0,0,0,0
1397,1,0,1,1,1
1398,1,1,1,1,1
1399,2,2,2,2,2
1400,0,1,1,0,1
1401,0,0,0,0,0
1402,2,2,2,2,2
1403,0,2,0,2,2
1404,0,0,0,0,0
1405,2,2,2,2,2
1406,2,2,2,2,2
1407,2,2,2,2,2
1408,1,1,1,0,1
1409,0,0,0,0,0
1410,1,1,1,1,1
1411,0,1,1,0,1
1412,0,0,0,2,2
1413,0,2,2,2,2
1414,2,2,2,2,2
1415,0,0,0,0,0
1416,0,0,0,0,0
1417,0,0,0,0,0
1418,2,2,2,2,2
1419,2,2,2,2,2
1420,0,0,0,0,0
1421,2,2,2,2,2
1422,2,2,2,2,2
1423,0,0,0,0,0
1424,0,0,0,0,0
1425,1,0,0,0,0
1426,0,0,0,0,0
1427,0,0,0,0,0
1428,2,2,2,2,2
1429,0,0,0,0,0
1430,1,0,1,0,1
1431,0,0,0,0,0
1432,0,0,0,0,0
1433,0,0,0,0,0
1434,0,0,0,0,0
1435,0,0,0,0,0
1436,0,0,1,0,1
1437,0,0,0,0,0
1438,0,0,0,0,0
1439,0,0,0,0,0
1440,0,0,0,0,0
1441,0,0,0,0,0
1442,0,0,0,0,0
1443,1,1,1,1,1
1444,1,0,0,1,1
1445,0,0,0,0,0
1446,0,0,0,0,0
1447,0,2,0,0,0
1448,1,1,1,1,1
1449,0,0,0,0,0
1450,1,1,1,1,1
1451,0,0,0,0,0
1452,2,2,2,2,2
1453,0,0,0,0,0
1454,0,0,0,0,0
1455,0,0,0,0,0
1456,2,2,2,2,2
1457,0,0,0,0,0
1458,2,2,2,2,2
1459,0,0,0,0,0
1460,1,1,1,1,1
1461,0,0,0,0,0
1462,1,1,1,1,1
1463,0,0,0,0,0
1464,0,0,0,0,0
1465,0,0,0,0,0
1466,0,0,0,0,0
1467,0,0,0,0,0
1468,0,0,0,0,0
1469,2,2,2,2,2
1470,0,0,0,0,0
1471,0,0,0,0,0
1472,2,2,2,2,2
1473,0,0,0,0,0
1474,0,0,0,0,0
1475,0,0,0,0,0
1476,2,1,2,2,2
1477,0,0,0,0,0
1478,0,0,0,0,0
1479,0,0,0,0,0
1480,2,0,2,2,2
1481,0,0,0,0,0
1482,0,0,0,0,0
1483,0,0,0,0,0
1484,0,0,0,0,0
1485,0,0,0,0,0
1486,2,2,2,0,0
1487,0,0,0,0,0
1488,0,0,0,0,0
1489,1,1,1,1,1
1490,0,0,0,0,0
1491,2,2,2,2,2
1492,0,0,0,0,0
1493,2,0,2,0,2
1494,0,0,0,0,0
1495,0,0,0,0,0
1496,0,0,0,0,0
1497,0,0,0,0,0
1498,0,0,0,0,0
1499,0,0,0,0,0
1500,2,2,2,2,2
1501,0,0,0,0,0
1502,0,0,0,0,0
1503,0,2,0,0,0
1504,0,2,0,0,0
1505,2,2,2,2,2
1506,2,2,2,2,2
1507,0,0,0,0,0
1508,0,0,0,0,0
1509,2,2,2,2,2
1510,0,0,0,0,0
1511,2,2,2,2,2
1512,0,0,0,0,0
1513,0,2,0,0,0
1514,2,2,2,2,2
1515,2,2,2,2,2
1516,2,2,2,2,2
1517,0,0,0,0,0
1518,0,0,0,0,0
1519,0,2,2,0,2
1520,0,0,0,0,0
1521,0,0,0,0,0
1522,0,0,0,2,2
1523,1,0,0,0,0
1524,2,2,2,2,2
1525,0,0,0,0,0
1526,0,0,0,0,2
1527,0,0,0,0,0
1528,2,2,2,2,2
1529,0,2,0,0,0
1530,0,0,0,0,2
1531,1,1,1,1,1
1532,0,2,2,2,0
1533,0,0,0,0,0
1534,0,0,0,0,0
1535,0,0,0,0,0
1536,0,0,0,0,0
1537,0,0,0,0,0
1538,0,0,0,0,0
1539,2,2,2,2,2
1540,0,0,0,0,0
1541,0,1,1,0,0
1542,0,0,0,0,0
1543,0,2,0,0,2
1544,2,2,2,2,2
1545,0,0,0,0,0
1546,1,1,1,1,1
1547,0,0,0,0,0
1548,0,0,0,0,0
1549,0,0,0,0,0
1550,0,0,0,0,0
1551,0,0,0,0,0
1552,0,0,0,0,0
1553,0,0,0,0,0
1554,0,0,0,0,0
1555,0,0,0,0,0
1556,0,0,0,0,0
1557,0,0,0,0,0
1558,0,0,0,0,0
1559,0,0,0,0,0
1560,0,0,0,2,0
1561,1,1,1,1,1
1562,1,1,1,1,1
1563,1,1,1,1,1
1564,1,1,1,1,1
1565,1,0,0,0,0
1566,2,2,0,0,0
1567,0,0,0,0,0
1568,1,1,1,1,1
1569,0,2,2,2,2
1570,0,0,0,0,0
1571,0,2,2,2,0
1572,0,0,0,0,0
1573,0,0,0,0,0
1574,0,0,0,0,0
1575,1,1,1,1,1
1576,2,2,2,2,2
1577,0,0,0,0,0
1578,0,0,0,0,0
1579,0,0,0,0,0
1580,0,0,0,0,0
1581,1,1,1,1,1
1582,1,1,1,1,1
1583,0,0,0,0,0
1584,1,0,0,0,1
1585,0,0,0,0,0
1586,0,0,0,0,0
1587,0,0,0,0,0
1588,0,1,0,0,0
1589,1,1,1,1,1
1590,1,0,1,0,0
1591,0,2,0,2,0
1592,0,0,0,0,0
1593,1,1,1,1,1
1594,0,0,0,0,0
1595,0,0,0,0,0
1596,1,2,1,0,0
1597,0,2,0,2,2
1598,1,0,1,1,1
1599,1,0,1,0,1
1600,1,1,1,1,1
1601,1,2,1,1,1
1602,0,0,0,0,0
1603,0,0,0,0,0
1604,1,1,1,1,1
1605,1,1,1,1,1
1606,1,1,1,1,1
1607,1,1,1,1,1
1608,1,1,1,1,1
1609,0,0,0,0,0
1610,0,0,0,0,0
1611,0,0,0,0,0
1612,0,0,0,0,0
1613,0,0,0,0,0
1614,1,1,1,1,1
1615,1,1,1,1,1
1616,0,0,0,0,0
1617,1,0,0,0,0
1618,2,2,2,2,2
1619,1,1,1,1,1
1620,0,0,0,0,0
1621,1,1,1,1,1
1622,0,1,0,1,1
1623,0,0,0,0,0
1624,0,0,0,0,0
1625,1,0,0,1,0
1626,1,1,1,1,1
1627,0,0,0,0,0
1628,1,1,1,1,1
1629,1,1,1,1,1
1630,1,1,1,0,1
1631,0,0,0,0,0
1632,2,2,2,2,2
1633,0,0,0,0,0
1634,0,2,0,0,0
1635,0,1,2,0,0
1636,1,1,1,1,1
1637,0,0,0,0,0
1638,1,1,0,1,1
1639,0,1,0,0,0
1640,0,0,0,0,0
1641,0,0,0,0,0
1642,2,2,2,2,2
1643,0,0,0,0,0
1644,2,2,2,2,2
1645,2,2,2,2,2
1646,0,0,0,0,0
1647,2,0,2,2,2
1648,0,0,0,0,0
1649,1,0,1,0,1
1650,0,0,0,0,0
1651,0,0,0,0,0
1652,0,0,0,0,0
1653,0,0,0,0,0
1654,0,0,0,0,0
1655,1,1,1,1,1
1656,0,0,0,0,0
1657,0,0,0,0,0
1658,0,0,0,0,0
1659,0,0,0,0,0
1660,0,0,0,0,0
1661,1,1,1,1,1
1662,0,0,0,0,0
1663,0,0,0,0,0
1664,0,0,0,0,0
1665,0,0,0,0,0
1666,1,0,1,0,0
1667,0,0,0,0,0
1668,0,0,0,0,0
1669,0,0,0,0,0
1670,0,0,0,0,0
1671,2,2,2,2,2
1672,0,0,0,0,0
1673,1,0,1,1,1
1674,2,2,0,0,0
1675,0,0,0,0,0
1676,1,1,0,0,0
1677,0,0,0,0,0
1678,0,0,0,0,0
1679,0,0,0,0,0
1680,0,0,0,0,0
1681,0,0,0,0,0
1682,1,1,1,1,1
1683,0,2,0,2,2
1684,0,0,0,0,0
1685,2,2,2,2,2
1686,0,0,0,0,0
1687,0,0,0,0,0
1688,0,0,0,0,0
1689,2,2,2,2,2
1690,2,2,2,2,2
1691,0,0,0,0,0
1692,2,2,2,2,2
1693,0,0,0,2,2
1694,2,2,2,2,2
1695,0,0,0,0,0
1696,0,0,2,2,2
1697,0,0,0,2,0
1698,0,1,1,1,1
1699,2,2,2,2,2
1700,2,2,2,2,2
1701,0,0,0,0,0
1702,0,0,0,0,0
1703,0,0,2,2,0
1704,2,2,2,2,2
1705,0,2,0,0,2
1706,2,2,2,2,2
1707,2,2,2,2,2
1708,2,2,2,2,2
1709,0,0,0,0,0
1710,2,2,2,2,2
1711,2,2,2,2,2
1712,2,2,2,2,2
1713,2,2,2,2,2
1714,0,2,2,2,2
1715,2,2,2,2,2
1716,2,2,2,2,2
1717,2,2,2,2,2
1718,2,2,2,2,2
1719,2,2,2,2,2
1720,2,2,2,2,2
1721,2,2,2,2,2
1722,2,2,2,2,2
1723,2,2,0,0,2
1724,2,2,2,2,2
1725,0,0,0,0,0
1726,1,0,0,0,0
1727,2,2,2,2,2
1728,1,1,1,1,1
1729,2,2,2,2,2
1730,2,2,2,2,2
1731,0,2,2,2,2
1732,0,0,0,0,0
1733,2,2,2,2,2
1734,1,1,1,1,1
1735,1,1,1,1,1
1736,2,2,2,2,2
1737,2,2,2,2,2
1738,1,1,1,1,0
1739,0,0,0,0,0
1740,2,2,2,2,2
1741,2,2,2,2,2
1742,2,0,0,0,0
1743,2,2,2,2,2
1744,2,2,2,2,2
1745,2,2,2,2,2
1746,2,2,2,2,2
1747,0,0,0,0,0
1748,1,1,1,1,1
1749,0,0,0,0,0
1750,2,2,2,2,2
1751,2,2,2,2,2
1752,1,0,0,0,1
1753,0,0,0,0,0
1754,2,2,2,2,2
1755,2,2,2,2,2
1756,2,2,2,2,2
1757,1,1,1,1,1
1758,1,0,1,0,1
1759,1,1,1,1,1
1760,2,2,2,2,2
1761,1,1,1,1,1
1762,1,1,1,1,1
1763,2,2,2,2,2
1764,1,1,1,0,1
1765,2,2,2,2,2
1766,0,0,0,0,0
1767,2,2,2,2,2
1768,1,2,1,1,2
1769,0,2,0,0,0
1770,0,0,0,0,0
1771,0,0,0,0,0
1772,1,0,0,0,1
1773,0,1,1,1,1
1774,0,0,0,0,0
1775,0,0,0,0,0
1776,1,1,1,1,1
1777,2,0,2,2,2
1778,0,0,0,0,0
1779,0,0,0,0,0
1780,2,2,0,2,2
1781,1,1,1,1,1
1782,2,2,2,2,2
1783,0,0,0,0,0
1784,0,0,0,0,0
1785,2,2,2,2,2
1786,2,2,2,2,2
1787,2,2,2,2,2
1788,1,0,0,0,1
1789,2,2,2,2,2
1790,0,0,0,0,0
1791,0,0,0,0,0
1792,1,1,1,1,1
1793,1,0,1,1,1
1794,2,2,2,2,2
1795,0,0,0,0,0
1796,0,0,0,0,0
1797,1,1,1,1,1
1798,0,2,0,2,2
1799,2,2,2,2,2
1800,0,0,0,0,0
1801,2,2,2,2,2
1802,0,0,0,0,0
1803,2,2,2,2,2
1804,2,2,2,2,2
1805,1,1,1,1,1
1806,2,0,2,2,2
1807,0,0,0,0,0
1808,2,2,2,2,2
1809,2,2,2,2,2
1810,2,2,2,2,2
1811,2,2,2,2,2
1812,0,0,1,1,1
1813,0,0,0,0,0
1814,2,2,2,2,2
1815,1,1,1,1,1
1816,0,0,0,0,0
1817,2,2,2,2,2
1818,0,2,0,0,0
1819,0,0,0,0,2
1820,2,2,0,2,2
1821,2,2,2,2,2
1822,0,0,0,0,0
1823,2,2,2,2,2
1824,0,2,2,2,2
1825,2,2,2,2,2
1826,1,1,1,0,1
1827,0,0,0,0,0
1828,0,0,0,0,0
1829,2,2,2,2,2
1830,2,2,2,2,2
1831,0,0,0,0,0
1832,2,2,2,2,2
1833,0,0,2,0,0
1834,1,0,1,0,1
1835,0,0,0,0,0
1836,1,1,1,1,1
1837,1,0,0,0,0
1838,1,1,1,1,1
1839,2,2,2,2,2
1840,0,0,0,0,0
1841,2,2,0,2,2
1842,0,0,0,2,0
1843,2,2,2,2,2
1844,0,0,0,0,0
1845,2,2,2,2,2
1846,0,0,2,2,2
1847,1,1,1,1,1
1848,1,1,1,1,1
1849,1,1,1,1,1
1850,0,0,0,0,0
1851,1,1,1,1,1
1852,1,1,1,1,1
1853,0,0,0,0,0
1854,1,0,1,0,0
1855,0,0,1,1,1
1856,1,1,1,1,1
1857,0,0,0,0,0
1858,0,0,0,0,0
1859,0,0,0,0,0
1860,1,0,0,0,0
1861,0,0,0,0,1
1862,1,1,1,1,1
1863,0,1,0,0,1
1864,2,2,2,2,2
1865,0,0,0,0,1
1866,1,1,1,1,1
1867,0,0,0,0,0
1868,1,1,1,1,1
1869,1,1,1,1,1
1870,1,1,1,1,1
1871,1,1,1,1,1
1872,1,1,1,1,1
1873,1,1,1,1,1
1874,1,1,1,1,1
1875,1,1,1,1,1
1876,1,1,1,1,1
1877,1,1,1,1,1
1878,2,2,0,2,2
1879,0,1,1,1,1
1880,0,0,0,0,0
1881,0,0,0,0,0
1882,1,1,1,1,1
1883,1,1,1,1,1
1884,1,1,1,1,1
1885,2,2,2,2,2
1886,1,1,1,0,1
1887,1,1,0,1,0
1888,0,0,1,0,0
1889,2,2,2,2,2
1890,0,0,0,0,0
1891,1,1,1,1,1
1892,2,2,2,2,2
1893,1,1,1,1,1
1894,0,2,0,0,0
1895,0,2,0,0,0
1896,0,0,0,0,0
1897,0,2,0,0,1
1898,1,1,1,1,1
1899,1,1,1,1,1
1900,0,0,0,0,0
1901,0,2,0,0,0
1902,0,0,0,0,0
1903,0,0,0,0,0
1904,0,2,2,0,0
1905,0,0,0,0,0
1906,0,0,0,0,0
1907,1,1,1,1,1
1908,0,0,0,0,0
1909,2,2,2,2,2
1910,0,0,0,0,0
1911,0,0,0,0,0
1912,0,0,0,0,0
1913,2,2,2,2,2
1914,1,0,0,1,1
1915,1,1,1,1,1
1916,1,1,1,1,1
1917,0,0,1,0,1
1918,0,0,0,0,0
1919,1,1,1,1,1
1920,0,0,0,0,0
1921,0,0,0,0,0
1922,0,0,0,0,0
1923,1,0,1,1,0
1924,0,0,0,0,0
1925,1,0,1,1,1
1926,2,2,2,2,2
1927,0,0,0,0,0
1928,1,1,1,0,1
1929,0,0,0,0,1
1930,1,1,1,1,1
1931,0,0,0,0,0
1932,1,1,1,1,1
1933,0,0,0,0,0
1934,0,2,0,0,0
1935,0,0,0,0,0
1936,1,1,1,1,1
1937,0,0,0,0,0
1938,1,1,0,0,1
1939,0,0,0,0,0
1940,1,1,1,1,1
1941,1,1,1,1,1
1942,1,0,0,0,1
1943,1,0,1,1,1
1944,1,1,0,0,1
1945,1,0,1,1,1
1946,1,1,1,1,1
1947,1,1,1,1,1
1948,1,1,1,1,2
1949,0,0,0,0,0
1950,2,2,2,2,2
1951,0,0,0,0,0
1952,0,0,0,0,0
1953,1,1,1,1,1
1954,0,0,0,0,0
1955,0,0,0,0,0
1956,0,0,0,0,0
1957,1,1,1,1,1
1958,0,0,0,0,0
1959,0,0,0,0,0
1960,0,0,0,0,0
1961,0,0,0,0,0
1962,0,0,0,0,0
1963,0,0,0,0,0
1964,1,0,1,1,1
1965,1,1,1,1,1
1966,1,1,1,1,1
1967,1,1,1,1,1
1968,1,1,1,1,1
1969,2,2,2,2,2
1970,1,1,1,1,1
1971,0,0,0,0,0
1972,0,0,0,1,1
1973,0,0,0,0,0
1974,0,2,0,0,0
1975,2,2,0,2,2
1976,0,0,0,0,0
1977,1,1,1,1,1
1978,0,2,0,0,0
1979,1,0,1,1,1
1980,1,1,1,1,1
1981,2,2,2,2,2
1982,1,1,1,1,1
1983,0,0,1,1,0
1984,1,1,1,1,1
1985,0,0,0,1,0
1986,1,1,1,1,1
1987,1,2,1,1,1
1988,0,0,0,0,0
1989,2,2,2,2,2
1990,1,1,1,1,1
1991,1,1,1,1,1
1992,0,0,0,0,0
1993,1,1,1,1,1
1994,1,1,1,1,1
1995,1,1,1,1,1
1996,1,1,1,1,1
1997,1,1,1,1,1
1998,2,2,2,2,2
1999,0,2,2,2,2
2000,1,0,1,0,1
2001,1,1,1,1,1
2002,0,0,0,0,0
2003,1,1,1,1,1
2004,1,1,1,1,1
2005,1,0,1,0,1
2006,1,1,1,1,1
2007,1,1,1,1,1
2008,1,1,1,1,1
2009,1,1,1,1,1
2010,0,2,0,2,0
2011,0,2,0,0,0
2012,0,2,0,2,0
2013,1,1,1,1,1
2014,1,1,1,1,1
2015,1,1,1,1,1
2016,0,0,0,0,0
2017,1,0,1,1,1
2018,1,1,1,1,1
2019,0,0,0,0,0
2020,0,0,0,0,0
2021,0,0,0,0,0
2022,0,0,0,0,0
2023,0,0,0,0,0
2024,0,0,0,0,0
2025,1,0,0,0,0
2026,1,1,1,1,1
2027,0,0,0,0,0
2028,0,0,0,0,0
2029,0,0,0,0,0
2030,0,0,0,0,0
2031,0,0,0,0,0
2032,1,1,1,1,1
2033,0,0,0,0,0
2034,1,0,0,0,0
2035,0,0,0,0,0
2036,0,0,0,0,0
2037,0,0,0,0,0
2038,0,0,0,0,0
2039,0,0,0,0,0
2040,2,2,2,2,2
2041,0,0,0,0,0
2042,1,0,1,1,1
2043,2,2,2,2,2
2044,0,0,0,0,0
2045,2,2,2,2,2
2046,0,1,0,0,0
2047,2,2,2,2,2
2048,1,0,1,0,0
2049,0,0,0,0,0
2050,0,0,0,0,0
2051,0,0,0,0,0
2052,0,2,0,0,2
2053,0,0,0,0,0
2054,0,2,2,2,2
2055,1,0,0,0,1
2056,0,0,0,0,0
2057,0,0,0,0,0
2058,2,2,0,2,2
2059,1,1,1,1,1
2060,1,1,1,1,1
2061,0,0,0,0,0
2062,0,0,0,0,0
2063,0,0,0,0,0
2064,0,0,0,0,1
2065,0,0,0,0,0
2066,0,0,0,0,0
2067,0,0,0,0,0
2068,0,0,0,0,0
2069,0,0,0,0,0
2070,0,0,0,0,0
2071,1,1,1,1,1
2072,0,0,0,0,0
2073,0,0,0,0,0
2074,2,2,2,2,2
2075,1,1,1,1,1
2076,0,0,0,0,0
2077,0,0,0,0,0
2078,0,0,0,0,0
2079,0,0,0,0,0
2080,0,0,0,0,0
2081,1,1,1,1,1
2082,0,0,0,0,0
2083,0,0,0,0,0
2084,0,0,0,0,0
2085,1,1,1,1,1
2086,0,0,0,0,0
2087,0,0,0,0,0
2088,2,2,2,2,2
2089,0,0,0,1,1
2090,1,1,1,1,1
2091,0,0,0,0,0
2092,0,0,0,0,0
2093,0,0,0,0,0
2094,0,0,0,0,0
2095,0,0,0,0,0
2096,0,0,0,0,0
2097,0,0,0,0,0
2098,0,0,0,0,0
2099,0,0,0,0,0
2100,0,0,0,0,0
2101,0,0,0,0,0
2102,0,0,0,0,0
2103,0,0,0,0,0
2104,0,0,0,0,0
2105,0,0,0,0,0
2106,0,0,0,0,0
2107,1,1,1,1,1
2108,1,1,1,1,1
2109,0,0,0,0,0
2110,1,1,1,0,0
2111,2,2,2,2,2
2112,2,2,2,2,2
2113,2,2,2,2,2
2114,2,2,2,2,2
2115,2,2,2,2,2
2116,0,2,0,0,0
2117,2,2,2,2,2
2118,2,2,2,2,2
2119,0,0,0,0,0
2120,1,1,1,1,1
2121,2,2,2,2,2
2122,0,2,2,2,2
2123,0,0,1,0,0
2124,1,1,1,1,1
2125,0,0,0,0,0
2126,0,0,0,0,0
2127,0,2,2,2,2
2128,0,0,0,0,0
2129,0,0,0,0,0
2130,2,2,2,2,2
2131,0,0,0,0,0
2132,2,2,2,2,2
2133,0,0,0,0,0
2134,0,0,0,0,0
2135,1,1,1,1,1
2136,0,0,0,0,0
2137,2,2,2,2,2
2138,0,0,0,0,0
2139,0,0,1,0,1
2140,0,0,0,0,0
2141,0,0,0,0,0
2142,0,2,2,2,2
2143,0,0,0,0,0
2144,0,0,0,0,0
2145,0,2,0,0,0
2146,0,0,0,0,0
2147,0,0,0,0,0
2148,1,1,1,1,1
2149,0,2,0,0,0
2150,1,1,1,0,1
2151,1,1,1,1,1
2152,1,1,1,1,1
2153,2,2,2,2,2
2154,0,0,0,0,0
2155,0,0,0,0,0
2156,1,0,0,0,0
2157,0,0,0,0,0
2158,0,0,0,0,0
2159,0,0,0,0,0
2160,0,0,0,0,0
2161,0,0,0,0,0
2162,1,1,1,1,1
2163,2,2,2,2,2
2164,0,0,0,0,0
2165,2,2,2,2,2
2166,2,2,2,2,2
2167,0,0,0,0,0
2168,0,0,0,0,0
2169,0,0,2,2,2
2170,0,0,0,0,0
2171,2,2,2,2,2
2172,0,0,0,2,2
2173,1,2,1,0,0
2174,1,1,1,0,1
2175,2,0,2,2,2
2176,0,0,0,0,0
2177,0,2,0,2,2
2178,0,0,0,0,0
2179,0,0,0,0,0
2180,0,0,0,0,0
2181,0,0,0,0,0
2182,2,2,2,2,2
2183,0,0,0,0,0
2184,0,0,0,0,0
2185,2,1,2,2,2
2186,2,2,2,2,2
2187,2,2,2,2,2
2188,0,0,0,0,0
2189,1,0,0,0,0
2190,2,2,2,2,2
2191,2,2,2,2,2
2192,2,2,0,2,0
2193,1,0,1,0,1
2194,0,0,0,0,0
2195,0,2,0,0,2
2196,0,2,0,2,2
2197,2,2,2,2,2
2198,0,0,0,0,0
2199,0,2,0,0,0
2200,0,0,0,0,0
2201,2,2,2,2,2
2202,0,0,0,0,0
2203,0,0,0,0,0
2204,0,0,0,0,0
2205,0,2,2,2,2
2206,1,0,1,1,1
2207,0,0,2,0,0
2208,1,1,1,1,1
2209,0,0,0,0,2
2210,2,2,2,2,2
2211,0,2,0,0,0
2212,0,0,0,0,0
2213,0,0,0,0,0
2214,2,2,2,2,2
2215,0,0,0,2,0
2216,1,1,1,1,1
2217,2,2,2,2,2
2218,0,0,0,0,0
2219,0,0,0,0,0
2220,1,0,0,0,0
2221,2,0,2,0,0
2222,0,0,0,0,0
2223,2,2,2,2,2
2224,0,0,0,0,0
2225,2,2,2,2,2
2226,0,0,0,0,0
2227,1,1,1,1,1
